investor,host,year,position_mio_eur,income_mio_eur
NO,PT,2017,,1.0
NO,PT,2018,,3.0
NO,PT,2019,,0.6
NO,PT,2021,,3.8
NO,PT,2022,,3.0
NO,PT,2023,49.9,8.6
NO,PT,2024,120.3,5.8
NO,RO,2008,,1.3
NO,RO,2009,0.2,9.9
NO,RO,2010,,5.0
NO,RO,2011,0.0,-0.6
NO,RO,2012,5.4,-6.7
NO,RO,2013,,2.4
NO,RO,2014,,-2.2
NO,RO,2015,1.6,20.1
NO,RO,2016,16.9,-1.9
NO,RO,2017,,7.9
NO,RO,2018,3.6,5.0
NO,RO,2019,,17.3
NO,RO,2020,2.8,10.2
NO,RO,2021,3.2,21.4
NO,RO,2022,1.6,8.8
NO,RO,2023,6.0,20.5
NO,RO,2024,30.2,21.5
NO,SE,2007,1516.3,209.8
NO,SE,2008,1728.3,322.4
NO,SE,2009,1918.1,66.8
NO,SE,2010,1778.1,1522.3
NO,SE,2011,1776.4,306.5
NO,SE,2012,1461.2,-40.9
NO,SE,2013,1282.4,98.0
NO,SE,2014,1828.4,1438.3
NO,SE,2015,1808.9,2072.7
NO,SE,2016,1909.7,1636.6
NO,SE,2017,1333.1,1752.7
NO,SE,2018,1629.5,1575.1
NO,SE,2019,1622.6,1487.7
NO,SE,2020,2114.7,747.7
NO,SE,2021,2424.9,1156.5
NO,SE,2022,5012.0,2025.9
NO,SE,2023,6636.4,2915.1
NO,SE,2024,5623.1,404.0
NO,SI,2011,0.0,
NO,SI,2015,,0.6
NO,SI,2017,0.0,
NO,SI,2018,,-1.3
NO,SI,2019,0.0,0.6
NO,SI,2021,0.0,
NO,SI,2022,0.0,-0.2
NO,SI,2023,,-0.2
NO,SI,2024,0.0,0.1
NO,SK,2007,,2.4
NO,SK,2008,33.0,5.0
NO,SK,2009,,11.1
NO,SK,2010,0.3,32.2
NO,SK,2011,,32.1
NO,SK,2012,0.0,14.6
NO,SK,2013,,27.3
NO,SK,2014,0.0,9.5
NO,SK,2015,,15.6
NO,SK,2016,,-0.4
NO,SK,2017,,11.4
NO,SK,2018,,13.1
NO,SK,2019,,-26.6
NO,SK,2020,,-40.3
NO,SK,2022,,15.0
NO,SK,2023,,-18.5
NO,SK,2024,,9.0
NO,UK,2007,1543.6,768.0
NO,UK,2008,2296.4,323.6
NO,UK,2009,3256.0,161.8
NO,UK,2010,3796.3,756.7
NO,UK,2011,3961.7,459.0
NO,UK,2012,4318.4,20.5
NO,UK,2013,3711.9,417.6
NO,UK,2014,2143.0,427.9
NO,UK,2015,2478.9,735.9
NO,UK,2016,2514.2,48.5
NO,UK,2017,3643.6,608.8
NO,UK,2018,3083.5,1153.6
NO,UK,2019,3642.2,591.0
NO,UK,2020,2405.0,-842.7
NO,UK,2021,4436.5,1035.3
NO,UK,2022,3787.9,2035.7
NO,UK,2023,2866.1,755.0
NO,UK,2024,2459.8,1296.2
PL,AT,2013,367.8,47.1
PL,AT,2014,291.6,16.0
PL,AT,2015,446.3,18.0
PL,AT,2016,498.7,6.4
PL,AT,2017,425.8,-1.0
PL,AT,2018,468.2,-2.5
PL,AT,2019,482.8,-3.1
PL,AT,2020,400.0,-1.9
PL,AT,2021,521.0,0.5
PL,AT,2022,612.7,-7.3
PL,AT,2023,646.3,-1.6
PL,AT,2024,653.7,-5.8
PL,BE,2013,2248.4,-15.9
PL,BE,2014,1449.0,9.7
PL,BE,2015,1357.9,11.5
PL,BE,2016,1113.6,6.6
PL,BE,2017,1018.7,-2.1
PL,BE,2018,1088.6,-6.0
PL,BE,2019,934.7,-2.8
PL,BE,2020,1102.5,6.7
PL,BE,2021,1234.4,2.8
PL,BE,2022,1650.9,6.8
PL,BE,2023,1993.1,15.3
PL,BE,2024,2082.4,24.2
PL,BG,2013,52.9,1.6
PL,BG,2014,42.5,1.3
PL,BG,2015,29.4,5.6
PL,BG,2016,35.4,2.8
PL,BG,2017,17.3,13.9
PL,BG,2018,14.9,16.9
PL,BG,2019,50.3,136.2
PL,BG,2020,102.0,5.3
PL,BG,2021,47.6,11.7
PL,BG,2022,33.7,17.9
PL,BG,2023,56.0,31.0
PL,BG,2024,31.3,54.8
PL,CH,2013,1225.3,83.5
PL,CH,2014,1644.0,67.4
PL,CH,2015,1318.1,49.3
PL,CH,2016,1411.3,38.4
PL,CH,2017,1490.7,78.3
PL,CH,2018,1696.7,30.9
PL,CH,2019,1972.9,5.7
PL,CH,2020,2197.3,57.8
PL,CH,2021,3200.4,-7.6
PL,CH,2022,4585.1,0.7
PL,CH,2023,4719.2,-315.4
PL,CH,2024,5377.5,4.3
PL,CY,2013,278.9,257.8
PL,CY,2014,375.6,653.8
PL,CY,2015,199.6,294.7
PL,CY,2016,295.6,160.1
PL,CY,2017,378.7,51.2
PL,CY,2018,348.8,27.7
PL,CY,2019,387.4,-123.5
PL,CY,2020,681.6,68.0
PL,CY,2021,202.9,34.4
PL,CY,2022,234.6,-15.8
PL,CY,2023,355.8,45.1
PL,CY,2024,421.6,41.8
PL,CZ,2013,228.7,52.7
PL,CZ,2014,239.8,63.7
PL,CZ,2015,265.3,99.6
PL,CZ,2016,273.0,154.0
PL,CZ,2017,312.8,247.1
PL,CZ,2018,288.0,238.2
PL,CZ,2019,355.1,232.6
PL,CZ,2020,312.8,180.5
PL,CZ,2021,468.6,325.6
PL,CZ,2022,480.0,914.2
PL,CZ,2023,513.8,459.8
PL,CZ,2024,799.8,86.5
PL,DE,2013,2927.4,70.9
PL,DE,2014,3146.8,83.3
PL,DE,2015,3595.0,69.2
PL,DE,2016,4055.1,209.0
PL,DE,2017,4548.3,139.7
PL,DE,2018,4833.7,259.5
PL,DE,2019,5765.7,230.8
PL,DE,2020,6112.0,75.9
PL,DE,2021,6975.7,181.9
PL,DE,2022,7221.7,363.3
PL,DE,2023,9445.7,143.3
PL,DE,2024,10306.8,120.5
PL,DK,2013,326.2,-1.8
PL,DK,2014,410.1,0.8
PL,DK,2015,392.1,16.6
PL,DK,2016,343.9,2.4
PL,DK,2017,424.0,-0.9
PL,DK,2018,374.3,-5.1
PL,DK,2019,522.2,26.1
PL,DK,2020,618.6,3.3
PL,DK,2021,901.0,19.0
PL,DK,2022,894.9,36.2
PL,DK,2023,1578.5,67.0
PL,DK,2024,1650.3,40.6
PL,EE,2013,7.0,1.6
PL,EE,2014,8.6,0.6
PL,EE,2015,11.8,0.7
PL,EE,2016,14.9,1.3
PL,EE,2017,15.2,0.0
PL,EE,2018,12.3,-0.5
PL,EE,2019,11.9,-2.7
PL,EE,2020,14.0,-2.9
PL,EE,2021,19.9,-6.3
PL,EE,2022,17.1,2.4
PL,EE,2023,22.6,11.8
PL,EE,2024,40.6,5.0
PL,ES,2013,481.8,-41.3
PL,ES,2014,396.7,-26.0
PL,ES,2015,333.4,-14.0
PL,ES,2016,558.1,19.8
PL,ES,2017,510.0,13.0
PL,ES,2018,615.7,22.2
PL,ES,2019,596.4,12.4
PL,ES,2020,559.3,-10.8
PL,ES,2021,522.2,9.1
PL,ES,2022,609.3,20.5
PL,ES,2023,625.9,6.0
PL,ES,2024,805.8,-33.9
PL,FI,2013,162.9,4.0
PL,FI,2014,202.3,-1.8
PL,FI,2015,195.7,-0.1
PL,FI,2016,246.9,10.0
PL,FI,2017,286.0,7.8
PL,FI,2018,360.9,3.6
PL,FI,2019,446.5,4.2
PL,FI,2020,334.9,2.5
PL,FI,2021,474.9,4.5
PL,FI,2022,454.7,-1.7
PL,FI,2023,502.8,-6.8
PL,FI,2024,614.5,-1.0
PL,FR,2013,1937.2,-18.8
PL,FR,2014,2055.9,-2.3
PL,FR,2015,1954.8,-8.2
PL,FR,2016,2633.4,10.4
PL,FR,2017,2677.1,6.6
PL,FR,2018,2495.5,-15.3
PL,FR,2019,2754.9,-61.4
PL,FR,2020,3060.2,-14.6
PL,FR,2021,3966.9,-23.5
PL,FR,2022,3281.4,-12.2
PL,FR,2023,3521.8,21.7
PL,FR,2024,4110.2,48.8
PL,GR,2013,6.1,0.0
PL,GR,2014,8.2,0.0
PL,GR,2015,17.9,-0.1
PL,GR,2016,20.8,0.0
PL,GR,2017,19.5,-0.3
PL,GR,2018,23.2,0.5
PL,GR,2019,35.3,0.6
PL,GR,2020,27.5,-1.8
PL,GR,2021,25.6,2.1
PL,GR,2022,62.0,2.9
PL,GR,2023,104.1,8.1
PL,GR,2024,161.1,12.6
PL,HR,2013,8.5,0.9
PL,HR,2014,10.1,1.1
PL,HR,2015,6.4,-0.5
PL,HR,2016,5.3,3.2
PL,HR,2017,10.1,8.2
PL,HR,2018,8.1,13.0
PL,HR,2019,11.1,12.9
PL,HR,2020,10.2,6.4
PL,HR,2021,13.4,31.0
PL,HR,2022,26.2,42.1
PL,HR,2023,29.3,-9.5
PL,HR,2024,30.9,49.5
PL,HU,2013,143.7,-12.8
PL,HU,2014,120.6,-19.7
PL,HU,2015,125.4,37.4
PL,HU,2016,221.9,52.9
PL,HU,2017,229.2,83.2
PL,HU,2018,253.4,211.5
PL,HU,2019,318.0,191.6
PL,HU,2020,263.7,19.9
PL,HU,2021,260.6,95.4
PL,HU,2022,319.9,192.4
PL,HU,2023,321.7,103.3
PL,HU,2024,349.8,-41.8
PL,IE,2013,346.6,-0.9
PL,IE,2014,285.3,-2.2
PL,IE,2015,330.1,-0.7
PL,IE,2016,404.1,-0.2
PL,IE,2017,383.5,0.3
PL,IE,2018,667.3,2.4
PL,IE,2019,842.4,3.3
PL,IE,2020,954.2,2.2
PL,IE,2021,937.5,1.1
PL,IE,2022,2099.0,0.7
PL,IE,2023,2681.8,-0.5
PL,IE,2024,2726.4,-5.6
PL,IS,2013,0.3,0.0
PL,IS,2014,0.8,0.0
PL,IS,2015,1.0,0.0
PL,IS,2016,1.2,0.0
PL,IS,2017,0.6,0.0
PL,IS,2018,0.5,0.0
PL,IS,2019,1.4,0.0
PL,IS,2020,0.2,0.0
PL,IS,2021,4.3,0.0
PL,IS,2022,1.7,0.2
PL,IS,2023,1.9,0.1
PL,IS,2024,2.5,0.1
PL,IT,2013,1107.7,-5.6
PL,IT,2014,1110.9,6.2
PL,IT,2015,1136.5,-1.9
PL,IT,2016,1289.0,1.1
PL,IT,2017,1155.1,-74.5
PL,IT,2018,1160.6,-16.9
PL,IT,2019,1296.2,-2.1
PL,IT,2020,1532.4,0.3
PL,IT,2021,1500.6,8.7
PL,IT,2022,1826.2,-7.3
PL,IT,2023,2734.0,-8.1
PL,IT,2024,2374.7,-19.1
PL,LI,2013,104.6,0.0
PL,LI,2014,1.3,0.5
PL,LI,2015,1.0,0.6
PL,LI,2016,1.6,0.0
PL,LI,2017,1.5,0.0
PL,LI,2018,7.3,0.0
PL,LI,2019,5.8,0.0
PL,LI,2020,11.3,0.0
PL,LI,2021,10.0,-0.1
PL,LI,2022,8.4,38.8
PL,LI,2023,13.0,78.3
PL,LI,2024,10.5,-0.7
PL,LT,2013,65.2,-64.2
PL,LT,2014,50.3,-68.2
PL,LT,2015,47.2,299.4
PL,LT,2016,56.6,259.3
PL,LT,2017,60.5,286.8
PL,LT,2018,52.7,89.1
PL,LT,2019,41.6,225.5
PL,LT,2020,43.4,-98.3
PL,LT,2021,71.1,153.3
PL,LT,2022,156.8,-86.4
PL,LT,2023,272.1,408.3
PL,LT,2024,119.4,165.1
PL,LU,2013,1303.7,-84.3
PL,LU,2014,1348.5,314.8
PL,LU,2015,1374.2,-55.5
PL,LU,2016,1745.0,-49.6
PL,LU,2017,2616.6,114.2
PL,LU,2018,2046.3,236.8
PL,LU,2019,2705.7,344.0
PL,LU,2020,2923.6,249.7
PL,LU,2021,3567.7,247.4
PL,LU,2022,2571.7,342.6
PL,LU,2023,3115.9,258.6
PL,LU,2024,3486.9,336.7
PL,LV,2013,8.1,-0.6
PL,LV,2014,12.1,-0.1
PL,LV,2015,11.5,9.9
PL,LV,2016,19.5,8.7
PL,LV,2017,25.2,11.6
PL,LV,2018,17.2,14.1
PL,LV,2019,29.3,16.4
PL,LV,2020,23.0,20.1
PL,LV,2021,16.0,19.5
PL,LV,2022,23.4,19.7
PL,LV,2023,23.6,42.9
PL,LV,2024,39.0,40.9
PL,MT,2013,9.8,0.4
PL,MT,2014,25.8,-10.4
PL,MT,2015,93.9,39.9
PL,MT,2016,85.4,20.3
PL,MT,2017,25.3,73.2
PL,MT,2018,50.1,190.6
PL,MT,2019,44.8,76.8
PL,MT,2020,23.2,49.9
PL,MT,2021,36.1,69.7
PL,MT,2022,51.7,22.7
PL,MT,2023,77.7,90.0
PL,MT,2024,105.9,54.6
PL,NL,2013,1717.6,-83.2
PL,NL,2014,1580.1,-19.5
PL,NL,2015,2329.3,101.4
PL,NL,2016,2386.7,27.4
PL,NL,2017,2229.2,74.9
PL,NL,2018,2474.8,50.4
PL,NL,2019,2626.8,32.1
PL,NL,2020,3109.5,9.7
PL,NL,2021,3558.2,22.0
PL,NL,2022,3603.3,57.2
PL,NL,2023,4193.4,98.2
PL,NL,2024,5045.9,247.1
PL,NO,2013,72.5,133.4
PL,NO,2014,71.7,19.9
PL,NO,2015,65.2,64.0
PL,NO,2016,64.6,-9.8
PL,NO,2017,84.8,189.9
PL,NO,2018,98.8,176.7
PL,NO,2019,133.8,106.2
PL,NO,2020,147.0,-108.5
PL,NO,2021,164.2,1064.1
PL,NO,2022,213.9,3443.6
PL,NO,2023,294.9,343.0
PL,NO,2024,352.4,386.2
PL,PT,2013,108.5,2.7
PL,PT,2014,122.9,5.0
PL,PT,2015,121.9,7.0
PL,PT,2016,131.0,6.4
PL,PT,2017,217.4,1.2
PL,PT,2018,138.0,1.5
PL,PT,2019,116.3,2.3
PL,PT,2020,107.6,1.8
PL,PT,2021,73.3,0.6
PL,PT,2022,98.2,3.6
PL,PT,2023,70.3,-3.8
PL,PT,2024,73.8,-6.1
PL,RO,2013,82.2,2.7
PL,RO,2014,87.2,7.4
PL,RO,2015,76.1,-47.9
PL,RO,2016,88.0,-27.7
PL,RO,2017,116.8,45.8
PL,RO,2018,139.6,68.5
PL,RO,2019,176.7,150.8
PL,RO,2020,185.1,84.7
PL,RO,2021,193.9,129.6
PL,RO,2022,225.3,96.9
PL,RO,2023,331.9,104.1
PL,RO,2024,370.0,230.2
PL,SE,2013,1219.6,-126.7
PL,SE,2014,1281.4,-75.1
PL,SE,2015,1219.0,-104.8
PL,SE,2016,1111.3,-100.7
PL,SE,2017,1163.2,-73.5
PL,SE,2018,883.9,-119.1
PL,SE,2019,1131.0,-63.2
PL,SE,2020,1406.9,-29.4
PL,SE,2021,1440.8,6.3
PL,SE,2022,1552.0,34.0
PL,SE,2023,1573.2,-13.5
PL,SE,2024,1738.5,-24.5
PL,SI,2013,16.7,0.0
PL,SI,2014,18.0,0.6
PL,SI,2015,16.3,2.2
PL,SI,2016,13.0,2.7
PL,SI,2017,23.3,1.7
PL,SI,2018,14.1,1.2
PL,SI,2019,11.5,2.8
PL,SI,2020,13.4,1.4
PL,SI,2021,14.7,5.5
PL,SI,2022,11.7,6.3
PL,SI,2023,17.1,-7.4
PL,SI,2024,19.3,7.1
PL,SK,2013,53.8,38.5
PL,SK,2014,58.8,349.7
PL,SK,2015,68.3,42.7
PL,SK,2016,91.3,53.0
PL,SK,2017,98.0,61.3
PL,SK,2018,64.7,88.4
PL,SK,2019,55.5,114.1
PL,SK,2020,48.8,122.6
PL,SK,2021,61.5,140.3
PL,SK,2022,91.6,139.8
PL,SK,2023,146.3,117.1
PL,SK,2024,138.2,142.4
PL,UK,2013,1250.2,-68.6
PL,UK,2014,1389.4,-3.5
PL,UK,2015,1434.3,4.9
PL,UK,2016,1725.8,-171.4
PL,UK,2017,2370.6,-2.9
PL,UK,2018,2728.0,0.9
PL,UK,2019,3190.7,11.8
PL,UK,2020,3002.7,11.7
PL,UK,2021,2976.2,-2.3
PL,UK,2022,3070.5,-15.9
PL,UK,2023,4001.8,-5.9
PL,UK,2024,5468.6,16.8
PT,AT,2013,11.4,-0.8
PT,AT,2014,7.0,1.8
PT,AT,2015,9.8,-2.6
PT,AT,2016,3.5,3.3
PT,AT,2017,2.6,4.9
PT,AT,2018,13.0,4.8
PT,AT,2019,35.2,5.9
PT,AT,2020,76.9,-1.1
PT,AT,2021,77.4,14.3
PT,AT,2022,80.0,8.3
PT,AT,2023,89.1,7.8
PT,AT,2024,91.3,1.0
PT,BE,2013,180.1,17.8
PT,BE,2014,462.2,5.6
PT,BE,2015,453.0,47.3
PT,BE,2016,163.0,25.0
PT,BE,2017,563.1,8.9
PT,BE,2018,127.3,4.9
PT,BE,2019,139.7,5.8
PT,BE,2020,147.1,-33.7
PT,BE,2021,113.4,15.8
PT,BE,2022,156.7,-10.7
PT,BE,2023,825.9,17.0
PT,BE,2024,855.5,18.8
PT,BG,2013,0.2,0.0
PT,BG,2014,0.0,0.0
PT,BG,2015,0.0,0.2
PT,BG,2016,0.1,0.4
PT,BG,2017,0.4,-0.6
PT,BG,2018,0.2,1.1
PT,BG,2019,0.4,0.9
PT,BG,2020,0.3,0.9
PT,BG,2021,0.3,1.3
PT,BG,2022,0.3,0.1
PT,BG,2023,1.3,0.0
PT,BG,2024,1.2,-0.5
PT,CH,2013,180.3,13.8
PT,CH,2014,278.7,0.9
PT,CH,2015,222.5,97.3
PT,CH,2016,154.6,32.3
PT,CH,2017,161.3,55.4
PT,CH,2018,260.0,30.1
PT,CH,2019,218.0,48.1
PT,CH,2020,253.3,8.8
PT,CH,2021,314.8,51.8
PT,CH,2022,474.9,19.3
PT,CH,2023,583.3,13.4
PT,CH,2024,625.7,18.7
PT,CY,2013,12.2,1.7
PT,CY,2014,4.5,1.6
PT,CY,2015,0.2,-11.9
PT,CY,2016,3.7,1.5
PT,CY,2017,37.0,3.5
PT,CY,2018,10.4,12.9
PT,CY,2019,8.2,3.2
PT,CY,2020,10.4,1.6
PT,CY,2021,9.0,1.2
PT,CY,2022,0.0,2.2
PT,CY,2023,0.1,2.0
PT,CY,2024,0.0,3.6
PT,CZ,2013,6.6,-1.8
PT,CZ,2014,3.7,0.2
PT,CZ,2015,4.1,-1.7
PT,CZ,2016,4.3,-21.0
PT,CZ,2017,7.9,-32.3
PT,CZ,2018,21.8,6.3
PT,CZ,2019,31.0,-1.8
PT,CZ,2020,33.8,3.3
PT,CZ,2021,13.6,5.3
PT,CZ,2022,23.3,8.3
PT,CZ,2023,61.3,8.4
PT,CZ,2024,47.5,8.9
PT,DE,2013,869.4,70.2
PT,DE,2014,640.7,23.6
PT,DE,2015,1001.1,-15.0
PT,DE,2016,973.2,-116.8
PT,DE,2017,1399.6,-32.9
PT,DE,2018,1597.7,-85.1
PT,DE,2019,1652.6,-112.6
PT,DE,2020,1513.9,-30.4
PT,DE,2021,1771.9,36.7
PT,DE,2022,2079.1,13.2
PT,DE,2023,1850.4,-21.0
PT,DE,2024,2427.1,54.7
PT,DK,2013,22.7,1.1
PT,DK,2014,7.6,0.8
PT,DK,2015,26.3,2.3
PT,DK,2016,18.7,1.8
PT,DK,2017,23.3,5.7
PT,DK,2018,33.2,1.4
PT,DK,2019,12.7,-0.1
PT,DK,2020,31.9,0.6
PT,DK,2021,24.4,7.2
PT,DK,2022,39.6,15.9
PT,DK,2023,78.9,4.1
PT,DK,2024,86.0,1.0
PT,EE,2013,0.0,0.0
PT,EE,2014,0.0,0.0
PT,EE,2015,0.0,0.6
PT,EE,2016,0.0,2.5
PT,EE,2017,0.0,0.5
PT,EE,2018,0.0,0.3
PT,EE,2019,0.0,1.7
PT,EE,2020,0.0,0.7
PT,EE,2021,0.0,0.0
PT,EE,2022,,0.1
PT,EE,2023,,0.4
PT,EE,2024,,0.2
PT,ES,2013,902.1,28.5
PT,ES,2014,950.6,96.6
PT,ES,2015,1124.0,475.4
PT,ES,2016,1109.9,726.6
PT,ES,2017,1079.4,436.9
PT,ES,2018,1057.2,696.8
PT,ES,2019,1642.7,496.8
PT,ES,2020,1484.4,479.3
PT,ES,2021,1777.5,741.1
PT,ES,2022,2244.5,675.6
PT,ES,2023,2519.6,774.2
PT,ES,2024,2323.9,1343.0
PT,FI,2013,0.5,0.1
PT,FI,2014,1.8,0.0
PT,FI,2015,6.2,-0.2
PT,FI,2016,6.0,-0.1
PT,FI,2017,48.4,-0.3
PT,FI,2018,30.6,0.0
PT,FI,2019,33.4,1.6
PT,FI,2020,57.0,-1.4
PT,FI,2021,66.2,-0.1
PT,FI,2022,72.5,0.1
PT,FI,2023,77.4,-0.1
PT,FI,2024,95.1,53.1
PT,FR,2013,1055.9,-4.8
PT,FR,2014,518.7,19.1
PT,FR,2015,626.6,79.0
PT,FR,2016,994.8,-65.7
PT,FR,2017,1110.6,62.8
PT,FR,2018,1493.0,28.5
PT,FR,2019,1357.6,53.5
PT,FR,2020,1590.2,46.1
PT,FR,2021,1557.7,70.5
PT,FR,2022,1766.4,71.6
PT,FR,2023,2312.3,60.2
PT,FR,2024,2712.6,118.0
PT,GR,2013,0.4,-0.2
PT,GR,2014,0.2,0.0
PT,GR,2015,0.2,-0.3
PT,GR,2016,0.4,-0.1
PT,GR,2017,1.9,-0.2
PT,GR,2018,6.8,1.2
PT,GR,2019,1.1,0.7
PT,GR,2020,4.6,-0.2
PT,GR,2021,25.8,0.0
PT,GR,2022,26.9,-0.1
PT,GR,2023,33.9,0.3
PT,GR,2024,18.2,0.4
PT,HR,2013,0.0,-0.1
PT,HR,2014,0.2,0.0
PT,HR,2015,0.1,-0.3
PT,HR,2016,0.1,0.0
PT,HR,2017,0.1,-0.2
PT,HR,2018,0.3,0.0
PT,HR,2019,,0.0
PT,HR,2020,0.5,-0.1
PT,HR,2021,0.6,0.0
PT,HR,2022,,0.0
PT,HR,2023,,0.0
PT,HR,2024,,1.0
PT,HU,2013,4.2,57.8
PT,HU,2014,4.6,7.3
PT,HU,2015,13.7,49.8
PT,HU,2016,11.4,53.1
PT,HU,2017,12.7,45.7
PT,HU,2018,12.2,55.4
PT,HU,2019,12.2,63.5
PT,HU,2020,15.5,69.1
PT,HU,2021,15.8,62.3
PT,HU,2022,16.0,65.7
PT,HU,2023,16.6,83.0
PT,HU,2024,5.3,14.5
PT,IE,2013,112.4,84.8
PT,IE,2014,53.7,52.0
PT,IE,2015,46.5,48.5
PT,IE,2016,76.6,0.8
PT,IE,2017,128.3,129.2
PT,IE,2018,122.8,43.1
PT,IE,2019,268.2,40.8
PT,IE,2020,319.2,46.5
PT,IE,2021,227.5,45.3
PT,IE,2022,315.4,10.0
PT,IE,2023,571.9,70.3
PT,IE,2024,396.4,77.6
PT,IS,2013,0.0,0.0
PT,IS,2014,0.0,0.0
PT,IS,2015,0.0,0.0
PT,IS,2016,0.0,-0.2
PT,IS,2017,0.1,0.1
PT,IS,2018,0.0,0.0
PT,IS,2019,,0.0
PT,IS,2020,0.0,-0.1
PT,IS,2021,0.0,0.3
PT,IT,2013,160.8,86.4
PT,IT,2014,297.4,6.4
PT,IT,2015,106.8,7.9
PT,IT,2016,136.4,67.1
PT,IT,2017,151.7,-38.5
PT,IT,2018,141.7,48.3
PT,IT,2019,149.4,63.3
PT,IT,2020,148.1,43.2
PT,IT,2021,161.1,73.1
PT,IT,2022,143.1,397.8
PT,IT,2023,155.7,381.2
PT,IT,2024,197.7,182.1
PT,LI,2013,0.5,0.0
PT,LI,2014,0.0,0.0
PT,LI,2015,0.0,0.0
PT,LI,2016,0.0,0.0
PT,LI,2017,-0.8,0.0
PT,LI,2018,-0.8,0.1
PT,LI,2019,,0.0
PT,LI,2020,0.0,-0.5
PT,LI,2021,0.0,-0.9
PT,LT,2013,0.1,0.0
PT,LT,2014,0.1,0.0
PT,LT,2015,0.1,0.0
PT,LT,2016,0.0,0.0
PT,LT,2017,0.1,0.0
PT,LT,2018,,0.1
PT,LT,2019,,0.0
PT,LT,2020,,0.0
PT,LT,2021,,0.2
PT,LT,2022,,0.4
PT,LT,2023,,0.4
PT,LT,2024,,0.5
PT,LU,2013,403.1,146.4
PT,LU,2014,214.6,55.7
PT,LU,2015,335.1,219.6
PT,LU,2016,167.4,123.4
PT,LU,2017,350.4,99.5
PT,LU,2018,452.5,100.2
PT,LU,2019,448.6,105.3
PT,LU,2020,430.0,27.7
PT,LU,2021,415.8,-15.0
PT,LU,2022,432.0,60.7
PT,LU,2023,436.4,35.0
PT,LU,2024,449.8,187.4
PT,LV,2013,0.0,0.0
PT,LV,2014,0.0,0.0
PT,LV,2015,0.1,0.0
PT,LV,2016,0.1,0.1
PT,LV,2017,0.2,0.2
PT,LV,2018,0.3,0.3
PT,LV,2019,0.2,0.7
PT,LV,2020,0.3,0.5
PT,LV,2021,0.2,0.6
PT,LV,2022,0.0,0.3
PT,LV,2023,0.1,0.2
PT,LV,2024,0.0,0.0
PT,MT,2013,1.1,25.0
PT,MT,2014,0.9,17.6
PT,MT,2015,0.9,14.8
PT,MT,2016,2.5,24.6
PT,MT,2017,2.7,15.4
PT,MT,2018,3.7,45.2
PT,MT,2019,20.2,27.9
PT,MT,2020,14.2,-8.5
PT,MT,2021,2.3,-6.4
PT,MT,2022,2.0,-81.9
PT,MT,2023,1.2,12.3
PT,MT,2024,1.2,13.2
PT,NL,2013,234.6,1246.4
PT,NL,2014,240.5,664.3
PT,NL,2015,779.6,376.0
PT,NL,2016,568.6,805.7
PT,NL,2017,456.1,1738.3
PT,NL,2018,342.3,2190.4
PT,NL,2019,399.2,852.0
PT,NL,2020,426.9,1156.2
PT,NL,2021,435.4,1702.8
PT,NL,2022,595.5,2816.7
PT,NL,2023,938.2,2672.3
PT,NL,2024,1443.9,1872.4
PT,NO,2013,7.6,-0.2
PT,NO,2014,2.8,0.2
PT,NO,2015,3.8,3.2
PT,NO,2016,2.5,-0.8
PT,NO,2017,3.3,1.5
PT,NO,2018,4.1,3.5
PT,NO,2019,9.5,0.4
PT,NO,2020,3.8,2.2
PT,NO,2021,4.2,2.3
PT,NO,2022,1.9,4.1
PT,NO,2023,2.2,1.6
PT,NO,2024,1.1,5.7
PT,PL,2013,9.7,29.0
PT,PL,2014,6.1,113.7
PT,PL,2015,8.3,113.6
PT,PL,2016,9.0,69.2
PT,PL,2017,12.4,89.8
PT,PL,2018,22.0,110.5
PT,PL,2019,21.0,144.4
PT,PL,2020,19.9,0.7
PT,PL,2021,37.5,-11.4
PT,PL,2022,32.4,-104.1
PT,PL,2023,32.5,183.5
PT,PL,2024,203.9,132.2
PT,RO,2013,10.9,-3.3
PT,RO,2014,8.8,0.5
PT,RO,2015,11.8,9.8
PT,RO,2016,10.5,-3.2
PT,RO,2017,13.0,12.8
PT,RO,2018,18.0,1.0
PT,RO,2019,12.8,14.6
PT,RO,2020,12.1,26.6
PT,RO,2021,29.2,13.0
PT,RO,2022,27.0,25.5
PT,RO,2023,13.3,48.8
PT,RO,2024,7.0,25.7
PT,SE,2013,17.6,-18.1
PT,SE,2014,10.8,3.7
PT,SE,2015,15.6,12.0
PT,SE,2016,21.1,3.2
PT,SE,2017,34.2,4.6
PT,SE,2018,63.8,-45.8
PT,SE,2019,104.2,-51.5
PT,SE,2020,147.0,6.7
PT,SE,2021,31.3,-1.2
PT,SE,2022,28.1,4.2
PT,SE,2023,60.8,107.2
PT,SE,2024,80.2,17.1
PT,SI,2013,0.0,0.1
PT,SI,2014,0.0,0.0
PT,SI,2015,0.0,0.0
PT,SI,2016,0.2,0.0
PT,SI,2017,0.6,0.0
PT,SI,2018,0.6,0.0
PT,SI,2019,0.7,0.0
PT,SI,2020,0.8,0.3
PT,SI,2021,1.7,0.0
PT,SI,2022,0.1,0.0
PT,SI,2023,0.2,0.0
PT,SI,2024,1.5,0.0
PT,SK,2013,12.0,0.2
PT,SK,2014,1.4,0.1
PT,SK,2015,1.6,0.3
PT,SK,2016,1.7,0.3
PT,SK,2017,4.1,0.2
PT,SK,2018,2.9,0.4
