partner,geo,year,value
OTHER,LI,2019,143.0
OTHER,LI,2020,153.0
OTHER,LI,2021,150.0
OTHER,LT,1998,2376.0
OTHER,LT,1999,2370.0
OTHER,LT,2000,1269.0
OTHER,LT,2001,3594.0
OTHER,LT,2002,4026.0
OTHER,LT,2003,3448.0
OTHER,LT,2004,2734.0
OTHER,LT,2005,2890.0
OTHER,LT,2006,3404.0
OTHER,LT,2007,3748.0
OTHER,LT,2008,4104.0
OTHER,LT,2009,2472.0
OTHER,LT,2010,1678.0
OTHER,LT,2011,2478.0
OTHER,LT,2012,3872.0
OTHER,LT,2013,5075.0
OTHER,LT,2014,7568.0
OTHER,LT,2015,7895.0
OTHER,LT,2016,9283.0
OTHER,LT,2017,12164.0
OTHER,LT,2018,14727.0
OTHER,LT,2019,21281.0
OTHER,LT,2020,23049.0
OTHER,LT,2021,21768.0
OTHER,LT,2022,70435.0
OTHER,LT,2023,49809.0
OTHER,LU,2003,279.0
OTHER,LU,2004,190.0
OTHER,LU,2005,167.0
OTHER,LU,2006,146.0
OTHER,LU,2007,143.0
OTHER,LV,1998,2474.0
OTHER,LV,1999,1346.0
OTHER,NL,1998,68318.0
OTHER,NL,1999,63214.0
OTHER,NL,2000,72440.0
OTHER,NL,2001,75197.0
OTHER,NL,2002,68908.0
OTHER,NL,2003,60358.0
OTHER,NL,2004,47624.0
OTHER,NL,2005,44693.0
OTHER,NL,2006,47063.0
OTHER,NL,2007,49654.0
OTHER,NL,2008,61218.0
OTHER,NL,2009,55466.0
OTHER,NL,2010,54342.0
OTHER,NL,2011,53283.0
OTHER,NL,2012,47982.0
OTHER,NL,2013,56483.0
OTHER,NL,2014,66184.0
OTHER,NL,2015,85610.0
OTHER,NL,2016,101891.0
OTHER,NL,2017,92236.0
OTHER,NL,2018,90953.0
OTHER,NL,2019,101146.0
OTHER,NL,2020,76390.0
OTHER,NL,2021,97664.0
OTHER,NL,2022,203740.0
OTHER,NL,2023,150811.0
OTHER,NO,1998,8604.0
OTHER,NO,1999,8581.0
OTHER,NO,2000,8419.0
OTHER,NO,2001,8392.0
OTHER,NO,2002,20888.0
OTHER,NO,2003,19309.0
OTHER,NO,2004,18283.0
OTHER,NO,2005,18568.0
OTHER,NO,2006,18299.0
OTHER,NO,2007,21581.0
OTHER,NO,2008,20655.0
OTHER,NO,2009,22479.0
OTHER,NO,2010,23641.0
OTHER,NO,2011,23115.0
OTHER,NO,2012,25895.0
OTHER,NO,2013,24721.0
OTHER,NO,2014,24660.0
OTHER,NO,2015,27867.0
OTHER,NO,2016,34875.0
OTHER,NO,2017,28081.0
OTHER,NO,2018,22405.0
OTHER,NO,2019,23034.0
OTHER,NO,2020,14584.0
OTHER,NO,2021,20091.0
OTHER,NO,2022,56991.0
OTHER,NO,2023,55082.0
OTHER,PL,2001,2739.0
OTHER,PL,2002,1553.0
OTHER,PL,2003,3243.0
OTHER,PL,2004,4823.0
OTHER,PL,2005,4231.0
OTHER,PL,2006,3723.0
OTHER,PL,2007,4194.0
OTHER,RO,2013,23927.0
OTHER,RO,2014,23631.0
OTHER,RO,2015,27254.0
OTHER,RO,2016,31909.0
OTHER,RO,2017,50469.0
OTHER,RO,2018,63426.0
OTHER,RO,2021,62288.0
OTHER,RO,2022,125716.0
OTHER,RO,2023,151140.0
OTHER,SE,1998,25125.0
OTHER,SE,1999,24342.0
OTHER,SE,2000,26724.0
OTHER,SE,2001,28578.0
OTHER,SE,2002,30796.0
OTHER,SE,2003,32346.0
OTHER,SE,2004,30435.0
OTHER,SE,2005,31634.0
OTHER,SE,2006,52331.0
OTHER,SE,2007,53696.0
OTHER,SE,2008,54892.0
OTHER,SE,2009,58537.0
OTHER,SE,2010,56310.0
OTHER,SE,2011,51179.0
OTHER,SE,2012,57433.0
OTHER,SE,2013,68684.0
OTHER,SE,2014,77840.0
OTHER,SE,2015,84398.0
OTHER,SE,2016,112199.0
OTHER,SE,2017,92619.0
OTHER,SE,2018,84912.0
OTHER,SE,2019,73416.0
OTHER,SE,2020,46137.0
OTHER,SE,2021,52112.0
OTHER,SE,2022,56497.0
OTHER,SE,2023,49056.0
OTHER,SI,1998,230.0
OTHER,SI,1999,461.0
OTHER,SI,2000,279.0
OTHER,SI,2001,250.0
OTHER,SI,2002,366.0
OTHER,SI,2003,289.0
OTHER,SI,2004,379.0
OTHER,SI,2005,337.0
OTHER,SI,2006,466.0
OTHER,SI,2007,420.0
OTHER,SI,2008,23677.0
OTHER,SI,2009,22280.0
OTHER,SI,2010,8693.0
OTHER,SI,2011,7735.0
OTHER,SI,2012,8606.0
OTHER,SI,2013,7814.0
OTHER,SI,2014,7479.0
OTHER,SI,2015,9263.0
OTHER,SI,2016,9848.0
OTHER,SI,2017,11967.0
OTHER,SI,2018,19631.0
OTHER,SI,2019,22188.0
OTHER,SI,2020,19887.0
OTHER,SI,2021,14405.0
OTHER,SI,2022,25244.0
OTHER,SI,2023,23344.0
OTHER,SK,1998,724.0
OTHER,SK,1999,645.0
OTHER,SK,2000,575.0
OTHER,SK,2001,542.0
OTHER,SK,2002,869.0
OTHER,SK,2003,1141.0
OTHER,SK,2004,1478.0
OTHER,SK,2005,1283.0
OTHER,SK,2006,1361.0
OTHER,SK,2008,1020.0
OTHER,SK,2009,791.0
OTHER,SK,2010,792.0
OTHER,SK,2011,761.0
OTHER,SK,2012,787.0
OTHER,SK,2013,915.0
OTHER,SK,2014,883.0
OTHER,SK,2015,1218.0
OTHER,SK,2016,1290.0
OTHER,SK,2017,1263.0
OTHER,SK,2018,1265.0
OTHER,SK,2019,1337.0
OTHER,SK,2020,1138.0
OTHER,SK,2021,931.0
OTHER,SK,2022,1095.0
OTHER,SK,2023,1729.0
OTHER,UK,1998,97492.0
OTHER,UK,1999,96079.0
OTHER,UK,2000,95464.0
OTHER,UK,2001,262995.0
OTHER,UK,2002,260186.0
OTHER,UK,2003,311915.0
OTHER,UK,2004,383469.0
OTHER,UK,2005,326848.0
OTHER,UK,2006,275428.0
OTHER,UK,2008,244900.0
OTHER,UK,2009,287798.0
OTHER,UK,2010,313306.0
OTHER,UK,2011,296085.0
OTHER,UK,2012,232921.0
OTHER,UK,2013,212223.0
OTHER,UK,2014,243143.0
OTHER,UK,2015,237717.0
OTHER,UK,2016,165490.0
OTHER,UK,2017,224560.0
OTHER,UK,2018,224163.0
OTHER,UK,2019,296765.0
PL,AT,1998,5080.0
PL,AT,1999,5299.0
PL,AT,2000,3722.0
PL,AT,2001,3679.0
PL,AT,2002,2565.0
PL,AT,2003,2991.0
PL,AT,2004,6944.0
PL,AT,2005,6864.0
PL,AT,2006,5808.0
PL,AT,2007,3714.0
PL,AT,2008,2974.0
PL,AT,2011,4703.0
PL,AT,2012,4666.0
PL,AT,2014,4866.0
PL,AT,2015,4657.0
PL,AT,2016,4115.0
PL,AT,2017,3902.0
PL,AT,2018,3535.0
PL,AT,2019,3493.0
PL,AT,2020,3348.0
PL,AT,2021,3114.0
PL,AT,2022,3673.0
PL,AT,2023,3469.0
PL,BE,2010,9769.0
PL,BE,2011,8024.0
PL,BE,2012,7458.0
PL,BE,2013,6323.0
PL,BE,2014,5643.0
PL,BE,2015,5212.0
PL,BE,2016,4410.0
PL,BE,2017,4202.0
PL,BE,2018,4086.0
PL,BE,2019,4151.0
PL,BE,2022,4198.0
PL,BE,2023,3903.0
PL,BG,2007,1.0
PL,BG,2012,143.0
PL,BG,2013,218.0
PL,BG,2014,137.0
PL,BG,2015,124.0
PL,BG,2016,84.0
PL,BG,2017,86.0
PL,BG,2018,108.0
PL,BG,2019,139.0
PL,BG,2020,193.0
PL,BG,2021,372.0
PL,BG,2022,436.0
PL,BG,2023,432.0
PL,CH,2011,2245.0
PL,CH,2012,2170.0
PL,CH,2013,1721.0
PL,CH,2014,2833.0
PL,CH,2015,3289.0
PL,CH,2016,2770.0
PL,CH,2017,3043.0
PL,CH,2018,3451.0
PL,CH,2019,3371.0
PL,CH,2020,3025.0
PL,CZ,2002,1679.0
PL,CZ,2003,1653.0
PL,CZ,2004,1806.0
PL,CZ,2005,1246.0
PL,CZ,2006,947.0
PL,CZ,2007,2319.0
PL,CZ,2021,1048.0
PL,CZ,2022,1168.0
PL,CZ,2023,961.0
PL,DE,1998,82049.0
PL,DE,1999,90168.0
PL,DE,2000,94105.0
PL,DE,2001,100522.0
PL,DE,2002,100968.0
PL,DE,2004,139283.0
PL,DE,2005,159157.0
PL,DE,2006,163643.0
PL,DE,2007,153589.0
PL,DE,2008,131308.0
PL,DE,2014,93412.0
PL,DE,2015,95473.0
PL,DE,2016,79534.0
PL,DE,2017,70116.0
PL,DE,2018,63847.0
PL,DE,2019,56937.0
PL,DE,2020,49237.0
PL,DE,2021,46538.0
PL,DE,2022,54932.0
PL,DE,2023,56023.0
PL,DK,1998,743.0
PL,DK,1999,727.0
PL,DK,2000,791.0
PL,DK,2001,887.0
PL,DK,2002,962.0
PL,DK,2003,995.0
PL,DK,2004,1263.0
PL,DK,2005,2082.0
PL,DK,2006,3732.0
PL,DK,2007,5581.0
PL,DK,2008,6775.0
PL,DK,2009,3554.0
PL,DK,2010,3002.0
PL,DK,2011,3197.0
PL,DK,2012,3340.0
PL,DK,2013,3651.0
PL,DK,2014,3999.0
PL,DK,2015,4069.0
PL,DK,2016,3787.0
PL,DK,2017,3679.0
PL,DK,2018,3343.0
PL,DK,2019,3025.0
PL,DK,2020,2811.0
PL,DK,2021,4182.0
PL,EE,2004,3.0
PL,EE,2005,9.0
PL,EE,2006,22.0
PL,EE,2007,73.0
PL,EE,2008,36.0
PL,EE,2009,47.0
PL,EE,2010,13.0
PL,EE,2011,6.0
PL,EE,2012,2.0
PL,EE,2013,8.0
PL,EE,2014,8.0
PL,EE,2015,107.0
PL,EE,2016,82.0
PL,EE,2017,97.0
PL,EE,2018,108.0
PL,EE,2019,84.0
PL,EE,2020,116.0
PL,EE,2021,162.0
PL,EE,2022,122.0
PL,EE,2023,100.0
PL,ES,1998,459.0
PL,ES,1999,834.0
PL,ES,2000,3851.0
PL,ES,2001,3647.0
PL,ES,2002,3869.0
PL,ES,2004,6150.0
PL,ES,2005,7187.0
PL,ES,2006,13792.0
PL,ES,2007,15166.0
PL,ES,2008,6598.0
PL,ES,2009,3654.0
PL,ES,2010,3351.0
PL,ES,2011,3270.0
PL,ES,2012,2696.0
PL,ES,2013,2556.0
PL,ES,2014,2307.0
PL,ES,2015,2343.0
PL,ES,2016,2445.0
PL,ES,2017,3041.0
PL,ES,2018,3211.0
PL,ES,2019,3133.0
PL,ES,2020,2268.0
PL,ES,2021,5360.0
PL,ES,2022,6707.0
PL,ES,2023,7357.0
PL,FI,1998,35.0
PL,FI,1999,58.0
PL,FI,2000,50.0
PL,FI,2001,84.0
PL,FI,2002,95.0
PL,FI,2003,89.0
PL,FI,2004,134.0
PL,FI,2005,139.0
PL,FI,2006,222.0
PL,FI,2007,442.0
PL,FI,2008,575.0
PL,FI,2009,357.0
PL,FI,2010,276.0
PL,FI,2011,350.0
PL,FI,2012,553.0
PL,FI,2013,554.0
PL,FI,2014,549.0
PL,FI,2015,428.0
PL,FI,2016,496.0
PL,FI,2017,416.0
PL,FI,2018,421.0
PL,FI,2019,387.0
PL,FI,2020,340.0
PL,FI,2021,541.0
PL,FI,2022,607.0
PL,FI,2023,706.0
PL,FR,2013,3453.0
PL,FR,2014,3139.0
PL,FR,2015,3572.0
PL,FR,2016,2471.0
PL,FR,2017,3046.0
PL,FR,2018,2779.0
PL,FR,2019,2527.0
PL,FR,2020,2159.0
PL,FR,2021,2084.0
PL,FR,2022,2558.0
PL,FR,2023,3279.0
PL,HR,1999,1.0
PL,HR,2001,1.0
PL,HR,2002,4.0
PL,HR,2003,0.0
PL,HR,2004,2.0
PL,HR,2006,14.0
PL,HR,2007,16.0
PL,HR,2008,43.0
PL,HR,2009,39.0
PL,HR,2010,50.0
PL,HR,2011,39.0
PL,HR,2012,37.0
PL,HR,2013,57.0
PL,HR,2014,60.0
PL,HR,2015,81.0
PL,HR,2016,67.0
PL,HR,2017,66.0
PL,HR,2018,86.0
PL,HR,2019,81.0
PL,HR,2020,79.0
PL,HR,2021,293.0
PL,HR,2022,278.0
PL,HR,2023,205.0
PL,HU,2021,422.0
PL,HU,2022,298.0
PL,IE,2006,41665.0
PL,IE,2007,31639.0
PL,IE,2008,13623.0
PL,IE,2009,4348.0
PL,IE,2010,3923.0
PL,IS,1998,409.0
PL,IS,1999,255.0
PL,IS,2000,355.0
PL,IS,2002,270.0
PL,IS,2007,5653.0
PL,IS,2009,1004.0
PL,IS,2010,711.0
PL,IS,2011,684.0
PL,IS,2012,858.0
PL,IS,2013,1257.0
PL,IS,2014,1285.0
PL,IS,2015,1385.0
PL,IS,2016,2495.0
PL,IS,2017,3809.0
PL,IS,2018,3300.0
PL,IS,2019,2309.0
PL,IS,2020,1723.0
PL,IS,2021,1616.0
PL,IS,2022,3168.0
PL,IS,2023,2491.0
PL,IT,2008,12561.0
PL,IT,2009,9334.0
PL,IT,2010,7414.0
PL,IT,2011,5603.0
PL,IT,2012,4790.0
PL,IT,2013,3680.0
PL,IT,2014,3105.0
PL,IT,2015,2770.0
PL,IT,2016,2547.0
PL,IT,2017,2207.0
PL,IT,2018,2014.0
PL,IT,2019,2141.0
PL,IT,2020,1809.0
PL,IT,2021,1979.0
PL,IT,2022,2084.0
PL,IT,2023,1901.0
PL,LI,2008,3.0
PL,LI,2009,1.0
PL,LI,2010,3.0
PL,LI,2011,2.0
PL,LI,2012,1.0
PL,LI,2013,2.0
PL,LI,2014,1.0
PL,LI,2015,1.0
PL,LI,2016,2.0
PL,LI,2017,4.0
PL,LI,2018,4.0
PL,LI,2019,1.0
PL,LI,2020,0.0
PL,LI,2021,2.0
PL,LT,1998,34.0
PL,LT,1999,18.0
PL,LT,2000,15.0
PL,LT,2001,110.0
PL,LT,2002,126.0
PL,LT,2003,113.0
PL,LT,2004,117.0
PL,LT,2005,143.0
PL,LT,2006,125.0
PL,LT,2007,97.0
PL,LT,2008,136.0
PL,LT,2009,84.0
PL,LT,2010,50.0
PL,LT,2011,124.0
PL,LT,2012,195.0
PL,LT,2013,142.0
PL,LT,2014,143.0
PL,LT,2015,130.0
PL,LT,2016,131.0
PL,LT,2017,103.0
PL,LT,2018,120.0
PL,LT,2019,152.0
PL,LT,2020,146.0
PL,LT,2021,128.0
PL,LT,2022,367.0
PL,LT,2023,199.0
PL,LU,2003,6.0
PL,LU,2004,6.0
PL,LU,2005,11.0
PL,LU,2006,22.0
PL,LU,2007,43.0
PL,LV,1998,12.0
PL,LV,1999,7.0
PL,NL,1998,1691.0
PL,NL,1999,1220.0
PL,NL,2000,1884.0
PL,NL,2001,2176.0
PL,NL,2002,2275.0
PL,NL,2003,2106.0
PL,NL,2004,5073.0
PL,NL,2005,6672.0
PL,NL,2006,8214.0
PL,NL,2007,10126.0
PL,NL,2008,13890.0
PL,NL,2009,10854.0
PL,NL,2010,12076.0
PL,NL,2011,14955.0
PL,NL,2012,14324.0
PL,NL,2013,15405.0
PL,NL,2014,17690.0
PL,NL,2015,16697.0
PL,NL,2016,16563.0
PL,NL,2017,17098.0
PL,NL,2018,18056.0
PL,NL,2019,19420.0
PL,NL,2020,17907.0
PL,NL,2021,18942.0
PL,NL,2022,20471.0
PL,NL,2023,19443.0
PL,NO,1998,244.0
PL,NO,1999,279.0
PL,NO,2000,289.0
PL,NO,2001,483.0
PL,NO,2002,702.0
PL,NO,2003,586.0
PL,NO,2004,1576.0
PL,NO,2005,3271.0
PL,NO,2006,7401.0
PL,NO,2007,14073.0
PL,NO,2008,12621.0
PL,NO,2009,8805.0
PL,NO,2010,10749.0
PL,NO,2011,11768.0
PL,NO,2012,10798.0
PL,NO,2013,9937.0
PL,NO,2014,9559.0
PL,NO,2015,7764.0
PL,NO,2016,5823.0
PL,NO,2017,4971.0
PL,NO,2018,4740.0
PL,NO,2019,4927.0
PL,NO,2020,3784.0
PL,NO,2021,8043.0
PL,NO,2022,6603.0
PL,NO,2023,6469.0
PL,OTHER,2000,1.0
PL,OTHER,2001,1.0
PL,OTHER,2002,10.0
PL,OTHER,2004,9.0
PL,OTHER,2005,109.0
PL,OTHER,2006,110.0
PL,OTHER,2007,186.0
PL,OTHER,2008,3.0
PL,OTHER,2009,2.0
PL,OTHER,2010,10.0
PL,OTHER,2011,9.0
PL,OTHER,2012,5.0
PL,OTHER,2020,30.0
PL,OTHER,2021,10.0
PL,RO,2013,24.0
PL,RO,2014,25.0
PL,RO,2015,181.0
PL,RO,2016,261.0
PL,RO,2017,339.0
PL,RO,2018,650.0
PL,RO,2021,546.0
PL,RO,2022,1563.0
PL,RO,2023,1055.0
PL,SE,1998,730.0
PL,SE,1999,725.0
PL,SE,2000,780.0
PL,SE,2001,908.0
PL,SE,2002,1186.0
PL,SE,2003,1134.0
PL,SE,2004,2521.0
PL,SE,2005,3516.0
PL,SE,2006,6409.0
PL,SE,2007,7540.0
PL,SE,2008,6972.0
PL,SE,2009,5141.0
PL,SE,2010,4408.0
PL,SE,2011,4399.0
PL,SE,2012,4406.0
PL,SE,2013,4562.0
PL,SE,2014,4976.0
PL,SE,2015,5447.0
PL,SE,2016,5008.0
PL,SE,2017,4357.0
PL,SE,2018,3851.0
PL,SE,2019,3248.0
PL,SE,2020,2549.0
PL,SE,2021,3254.0
PL,SE,2022,4806.0
PL,SE,2023,4416.0
PL,SI,1998,0.0
PL,SI,1999,6.0
PL,SI,2000,6.0
PL,SI,2001,2.0
PL,SI,2002,3.0
PL,SI,2003,2.0
PL,SI,2004,3.0
PL,SI,2005,4.0
PL,SI,2006,1.0
PL,SI,2007,2.0
PL,SI,2008,69.0
PL,SI,2009,82.0
PL,SI,2010,51.0
PL,SI,2011,47.0
PL,SI,2012,84.0
PL,SI,2013,71.0
PL,SI,2014,66.0
PL,SI,2015,42.0
PL,SI,2016,41.0
PL,SI,2017,51.0
PL,SI,2018,49.0
PL,SI,2019,61.0
PL,SI,2020,82.0
PL,SI,2021,54.0
PL,SI,2022,61.0
PL,SI,2023,77.0
PL,SK,1998,29.0
PL,SK,1999,71.0
PL,SK,2000,30.0
PL,SK,2001,26.0
PL,SK,2002,29.0
PL,SK,2003,36.0
PL,SK,2004,216.0
PL,SK,2005,311.0
PL,SK,2006,644.0
PL,SK,2008,394.0
PL,SK,2009,382.0
PL,SK,2010,286.0
PL,SK,2011,191.0
PL,SK,2012,128.0
PL,SK,2013,170.0
PL,SK,2014,135.0
PL,SK,2015,220.0
PL,SK,2016,226.0
PL,SK,2017,171.0
PL,SK,2018,196.0
PL,SK,2019,155.0
PL,SK,2020,224.0
PL,SK,2021,122.0
PL,SK,2022,124.0
PL,SK,2023,99.0
PL,UK,1998,32.0
PL,UK,1999,42.0
PL,UK,2000,877.0
PL,UK,2001,1950.0
PL,UK,2002,1288.0
PL,UK,2003,3534.0
PL,UK,2004,16985.0
PL,UK,2005,51915.0
PL,UK,2006,58468.0
PL,UK,2008,60105.0
PL,UK,2009,35016.0
PL,UK,2010,31578.0
PL,UK,2011,36632.0
PL,UK,2012,31431.0
PL,UK,2013,29177.0
PL,UK,2014,35042.0
PL,UK,2015,42403.0
PL,UK,2016,30591.0
PL,UK,2017,25015.0
PL,UK,2018,21402.0
PT,AT,1998,419.0
PT,AT,1999,515.0
PT,AT,2000,468.0
PT,AT,2001,497.0
PT,AT,2002,289.0
PT,AT,2003,318.0
PT,AT,2004,286.0
PT,AT,2005,302.0
PT,AT,2006,295.0
PT,AT,2007,203.0
PT,AT,2008,228.0
PT,AT,2011,341.0
PT,AT,2012,507.0
PT,AT,2014,399.0
PT,AT,2015,418.0
PT,AT,2016,371.0
PT,AT,2017,388.0
PT,AT,2018,407.0
PT,AT,2019,450.0
PT,AT,2020,395.0
PT,AT,2021,474.0
PT,AT,2022,503.0
PT,AT,2023,534.0
PT,BE,2010,2684.0
PT,BE,2011,2952.0
PT,BE,2012,3976.0
PT,BE,2013,3831.0
PT,BE,2014,2885.0
PT,BE,2015,2911.0
PT,BE,2016,2841.0
PT,BE,2017,2602.0
PT,BE,2018,2730.0
PT,BE,2019,3107.0
PT,BE,2022,3835.0
PT,BE,2023,4472.0
PT,BG,2007,1.0
PT,BG,2012,55.0
PT,BG,2013,50.0
PT,BG,2014,56.0
PT,BG,2015,108.0
PT,BG,2016,114.0
PT,BG,2017,145.0
PT,BG,2018,128.0
PT,BG,2019,166.0
PT,BG,2020,194.0
PT,BG,2021,261.0
PT,BG,2022,210.0
PT,BG,2023,203.0
PT,CH,2011,11332.0
PT,CH,2012,13668.0
PT,CH,2013,14124.0
PT,CH,2014,10187.0
PT,CH,2015,7934.0
PT,CH,2016,6629.0
PT,CH,2017,5963.0
PT,CH,2018,5668.0
PT,CH,2019,5295.0
PT,CH,2020,4659.0
PT,CZ,2002,23.0
PT,CZ,2003,31.0
PT,CZ,2004,22.0
PT,CZ,2005,13.0
PT,CZ,2006,7.0
PT,CZ,2007,33.0
PT,CZ,2021,72.0
PT,CZ,2022,97.0
PT,CZ,2023,72.0
PT,DE,1998,19509.0
PT,DE,1999,15451.0
PT,DE,2000,12086.0
PT,DE,2001,10293.0
PT,DE,2002,8806.0
PT,DE,2004,6225.0
PT,DE,2005,5608.0
PT,DE,2006,5640.0
PT,DE,2007,6128.0
PT,DE,2008,6500.0
PT,DE,2014,7132.0
PT,DE,2015,6488.0
PT,DE,2016,6030.0
PT,DE,2017,4976.0
PT,DE,2018,4862.0
PT,DE,2019,4747.0
PT,DE,2020,4389.0
PT,DE,2021,4911.0
PT,DE,2022,5696.0
PT,DE,2023,6471.0
PT,DK,1998,173.0
PT,DK,1999,170.0
PT,DK,2000,190.0
PT,DK,2001,211.0
PT,DK,2002,171.0
PT,DK,2003,170.0
PT,DK,2004,208.0
PT,DK,2005,205.0
PT,DK,2006,252.0
PT,DK,2007,265.0
PT,DK,2008,194.0
PT,DK,2009,212.0
PT,DK,2010,197.0
PT,DK,2011,222.0
PT,DK,2012,341.0
PT,DK,2013,388.0
PT,DK,2014,562.0
PT,DK,2015,610.0
PT,DK,2016,487.0
PT,DK,2017,476.0
PT,DK,2018,597.0
PT,DK,2019,627.0
PT,DK,2020,814.0
PT,DK,2021,1365.0
PT,EE,2004,3.0
PT,EE,2005,8.0
PT,EE,2006,7.0
PT,EE,2007,12.0
PT,EE,2008,19.0
PT,EE,2009,18.0
PT,EE,2010,13.0
PT,EE,2011,4.0
PT,EE,2012,1.0
PT,EE,2013,2.0
PT,EE,2014,3.0
PT,EE,2015,55.0
PT,EE,2016,55.0
PT,EE,2017,81.0
PT,EE,2018,83.0
PT,EE,2019,83.0
PT,EE,2020,60.0
PT,EE,2021,85.0
PT,EE,2022,85.0
PT,EE,2023,71.0
PT,ES,1998,1635.0
PT,ES,1999,2304.0
PT,ES,2000,3297.0
PT,ES,2001,3244.0
PT,ES,2002,3958.0
PT,ES,2004,8523.0
PT,ES,2005,12462.0
PT,ES,2006,19304.0
PT,ES,2007,25837.0
PT,ES,2008,15444.0
PT,ES,2009,8651.0
PT,ES,2010,6847.0
PT,ES,2011,7007.0
PT,ES,2012,5841.0
PT,ES,2013,5182.0
PT,ES,2014,4939.0
PT,ES,2015,5010.0
PT,ES,2016,5257.0
PT,ES,2017,5888.0
PT,ES,2018,6369.0
PT,ES,2019,7068.0
PT,ES,2020,5555.0
PT,ES,2021,10789.0
PT,ES,2022,10696.0
PT,ES,2023,12208.0
PT,FI,1998,31.0
PT,FI,1999,20.0
PT,FI,2000,31.0
PT,FI,2001,39.0
PT,FI,2002,52.0
PT,FI,2003,56.0
PT,FI,2004,53.0
PT,FI,2005,43.0
PT,FI,2006,67.0
PT,FI,2007,62.0
PT,FI,2008,90.0
PT,FI,2009,70.0
PT,FI,2010,54.0
PT,FI,2011,67.0
PT,FI,2012,107.0
PT,FI,2013,101.0
PT,FI,2014,122.0
PT,FI,2015,89.0
PT,FI,2016,99.0
PT,FI,2017,85.0
PT,FI,2018,131.0
PT,FI,2019,301.0
PT,FI,2020,200.0
PT,FI,2021,231.0
PT,FI,2022,237.0
PT,FI,2023,247.0
PT,FR,2013,18311.0
PT,FR,2014,13435.0
PT,FR,2015,10723.0
PT,FR,2016,9534.0
PT,FR,2017,7566.0
PT,FR,2018,7306.0
PT,FR,2019,7215.0
PT,FR,2020,6036.0
PT,FR,2021,7903.0
PT,FR,2022,9517.0
PT,FR,2023,9069.0
PT,HR,1999,2.0
PT,HR,2001,0.0
PT,HR,2002,0.0
PT,HR,2003,0.0
PT,HR,2004,0.0
PT,HR,2006,2.0
PT,HR,2007,0.0
PT,HR,2008,3.0
PT,HR,2009,7.0
PT,HR,2010,4.0
PT,HR,2011,8.0
PT,HR,2012,6.0
PT,HR,2013,5.0
PT,HR,2014,13.0
PT,HR,2015,17.0
PT,HR,2016,8.0
PT,HR,2017,9.0
PT,HR,2018,12.0
PT,HR,2019,14.0
PT,HR,2020,15.0
PT,HR,2021,74.0
PT,HR,2022,61.0
PT,HR,2023,36.0
PT,HU,2021,151.0
PT,HU,2022,128.0
PT,IE,2006,539.0
PT,IE,2007,449.0
PT,IE,2008,450.0
PT,IE,2009,262.0
PT,IE,2010,272.0
PT,IS,1998,25.0
PT,IS,1999,18.0
PT,IS,2000,27.0
PT,IS,2002,13.0
PT,IS,2007,246.0
PT,IS,2009,48.0
PT,IS,2010,23.0
PT,IS,2011,34.0
PT,IS,2012,42.0
PT,IS,2013,90.0
PT,IS,2014,93.0
PT,IS,2015,111.0
PT,IS,2016,175.0
PT,IS,2017,250.0
PT,IS,2018,308.0
PT,IS,2019,225.0
PT,IS,2020,153.0
PT,IS,2021,185.0
PT,IS,2022,325.0
PT,IS,2023,247.0
PT,IT,2008,544.0
PT,IT,2009,576.0
PT,IT,2010,475.0
PT,IT,2011,483.0
PT,IT,2012,563.0
PT,IT,2013,569.0
PT,IT,2014,501.0
PT,IT,2015,423.0
PT,IT,2016,436.0
PT,IT,2017,527.0
PT,IT,2018,625.0
PT,IT,2019,704.0
PT,IT,2020,775.0
PT,IT,2021,1121.0
PT,IT,2022,1208.0
PT,IT,2023,1341.0
PT,LI,2008,11.0
PT,LI,2009,4.0
PT,LI,2010,5.0
PT,LI,2011,4.0
PT,LI,2012,6.0
PT,LI,2013,4.0
PT,LI,2014,3.0
PT,LI,2015,11.0
PT,LI,2016,5.0
PT,LI,2017,5.0
PT,LI,2018,0.0
PT,LI,2019,2.0
PT,LI,2020,5.0
PT,LI,2021,7.0
PT,LT,1998,1.0
PT,LT,1999,0.0
PT,LT,2000,0.0
PT,LT,2001,0.0
PT,LT,2002,0.0
PT,LT,2003,13.0
PT,LT,2004,47.0
PT,LT,2005,44.0
PT,LT,2006,25.0
PT,LT,2007,45.0
PT,LT,2008,48.0
PT,LT,2009,20.0
PT,LT,2010,10.0
PT,LT,2011,24.0
PT,LT,2012,39.0
PT,LT,2013,52.0
PT,LT,2014,38.0
PT,LT,2015,44.0
PT,LT,2016,32.0
PT,LT,2017,32.0
PT,LT,2018,61.0
PT,LT,2019,49.0
PT,LT,2020,49.0
PT,LT,2021,52.0
PT,LT,2022,39.0
PT,LT,2023,47.0
PT,LU,2003,439.0
PT,LU,2004,462.0
PT,LU,2005,496.0
PT,LU,2006,517.0
PT,LU,2007,565.0
PT,LV,1998,0.0
PT,LV,1999,1.0
PT,NL,1998,1020.0
PT,NL,1999,1216.0
PT,NL,2000,1434.0
PT,NL,2001,1643.0
PT,NL,2002,1653.0
PT,NL,2003,1619.0
PT,NL,2004,1349.0
PT,NL,2005,1258.0
PT,NL,2006,1696.0
PT,NL,2007,2096.0
PT,NL,2008,2645.0
PT,NL,2009,2092.0
PT,NL,2010,1717.0
PT,NL,2011,1859.0
PT,NL,2012,2067.0
